supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,walk_free_vulnerability_score,walk_free_government_response_score,us_tip_report_tier,vulnerability_trend,government_response_trend,overall_risk_trajectory,key_risk_driver,context,monitoring_signals
"S.C. Johnson & Son, Inc.",Pilar Manufacturing,Modern Slavery,Low,Moderate,Highly Variable,Within 12 Months,36.0,58.0,Tier 1,Deteriorating,Stable,Tier 1 – Maintained for now; vulnerability score upward pressure,"Milei government's radical economic restructuring (peso devaluation, austerity, removal of social protections) creating acute short-term vulnerability pressure on Walk Free sub-scores","Argentina's Tier 1 status and cluster 1 (Low) classification are currently stable. However, the Milei administration's shock therapy economic programme is creating conditions that Walk Free's vulnerability framework captures: 'lack of basic needs' (poverty rate rose from ~40% to ~55% by mid-2024), 'inequality' (social protection dismantlement), and 'disenfranchised groups' (informal economy expansion). The current TIP data predates the full Milei impact; the next Walk Free assessment cycle (data captured 2025-26) may reflect material vulnerability score deterioration. Government response score (58) and Tier 1 status are unlikely to change within 12 months absent a specific trafficking enforcement failure.",Argentine poverty and inequality statistics (INDEC); ILO Argentina country assessments; Walk Free 2027 Argentina vulnerability sub-scores; UNICEF Argentina social protection coverage data
"S.C. Johnson & Son, Inc.",Toluca Plant,Modern Slavery,Medium,Moderate,Deteriorating,Within 12 Months,58.0,55.0,Tier 2,Deteriorating,Stable,Tier 2 – Stable; USMCA RRM increasing scrutiny pressure,High structural vulnerability (58); cartel-linked forced labour in manufacturing corridors; USMCA Rapid Response Mechanism adding regulatory scrutiny,"Mexico's vulnerability score (58) is the highest in the dataset. Active cartel involvement in forced labour recruitment (particularly in Jalisco, Tamaulipas, and Chihuahua manufacturing corridors — relevant to Torreon/Toluca facilities) documented by ILAB. USMCA Chapter 23 Rapid Response Mechanism has flagged labour rights concerns at Mexican manufacturing plants. Sheinbaum government maintaining social investment but rule of law indicators (criminal justice sub-scores) under continued organised crime pressure.",USMCA Rapid Response Mechanism petitions filed against Mexican facilities; STPS labour inspection data in manufacturing zones; cartel activity reports in Coahuila and State of Mexico regions
"GOJO Industries, Inc.",Global Headquarters,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
"GOJO Industries, Inc.",Lippman Campus (Stow),Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
"GOJO Industries, Inc.",Cuyahoga Falls Plant,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
"GOJO Industries, Inc.",Wooster Facility,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
"GOJO Industries, Inc.",Maple Heights Plant,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
"GOJO Industries, Inc.",Ashland Dist. Center,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
"GOJO Industries, Inc.",Navarre Warehouse,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
"GOJO Industries, Inc.",GOJO Europe (UK HQ),Modern Slavery,Very Low,High,Stable,Within 12 Months,14.0,68.0,Tier 1,Stable,Stable,Tier 1 – Stable,UK Modern Slavery Act 2015 framework intact; government response score (68) among highest in dataset,"MSA 2015 annual reporting obligations for large businesses, strengthened Section 54 transparency statements, and Home Office victim support infrastructure maintain a strong baseline. Low vulnerability score (14). No legislative changes imminent that would materially alter the government response sub-scores within 12 months.",Any proposed amendments to Modern Slavery Act reporting requirements; government anti-trafficking spending; Home Office NRM referral statistics
"GOJO Industries, Inc.",GOJO France SARL,Modern Slavery,Very Low,High,Improving,Within 12 Months,13.0,62.0,Tier 1,Stable,Improving,Tier 1 – Stable,Loi de Vigilance (2017) — Europe's first mandatory supply chain due diligence law — now with established enforcement jurisprudence; CSDDD transposition adds further uplift,"France's Devoir de Vigilance Law (Law No. 2017-399) requires large French companies to publish and implement vigilance plans covering human rights and environmental risks across their supply chains. Enforcement is now generating case law (Total Energies, Casino cases). Government response sub-scores improving as enforcement mechanisms mature. Low structural vulnerability (13). CSDDD transposition expected to extend obligations further.",Devoir de Vigilance enforcement cases progress; CSDDD French transposition timeline; Walk Free France government response sub-scores
"GOJO Industries, Inc.",GOJO Australasia,Modern Slavery,Very Low,High,Stable,Within 12 Months,7.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Australia Modern Slavery Act 2018 reporting framework; very low structural vulnerability (vulnerability score 7),Australia's MSA 2018 mandatory reporting for entities with >AUD 100m annual turnover provides a strong government response foundation. Vulnerability score of 7 is among the lowest in the dataset. Home Affairs anti-trafficking enforcement maintaining Tier 1 classification. Independent review of MSA (2023) recommendations being considered for implementation.,Australian Government response to 2023 MSA Review recommendations; Home Affairs anti-trafficking enforcement statistics; Attorney-General modern slavery inquiry progress
"GOJO Industries, Inc.","GOJO Japan, Inc.",Modern Slavery,Very Low,High,Improving,Within 12 Months,11.0,44.0,Tier 2,Stable,Improving,Tier 2 – Improving; TITP replacement directly addresses primary Tier 2 driver,Technical Intern Training Program (TITP) replacement with new Specified Skilled Worker system from 2024 directly addresses the primary driver of Japan's Tier 2 classification,"Japan's Tier 2 status has been almost entirely driven by the TITP, which created structural conditions for debt bondage and exploitation among the ~300,000 annual technical intern trainees. The Diet approved the replacement 'Ikusei Shuuro' (育成就労) system in June 2024, abolishing TITP by 2027 and establishing genuine worker mobility rights. This is a material structural change in government response. Walk Free government response sub-scores are expected to improve in the 2027 cycle. Low structural vulnerability (11).",Implementation progress of Ikusei Shuuro system; TITP exploitation complaint data under the old system; 2025 TIP Report Japan tier assessment; Ministry of Justice enforcement statistics
"GOJO Industries, Inc.",GOJO América Latina,Modern Slavery,Medium,Moderate,Improving,Within 12 Months,47.0,51.0,Tier 2,Stable,Improving,Tier 2 – Stable; Lista Suja enforcement showing improvement,Lula government reinvigorating Lista Suja (Slave Labour Dirty List) enforcement; MTE inspection activity increased from Bolsonaro-era lows; ILO Brazil engagement strengthened,"Brazil has one of the most sophisticated domestic forced labour enforcement mechanisms globally (Lista Suja, Special Mobile Inspection Group). Under the Bolsonaro administration, enforcement was weakened. The Lula government (from Jan 2023) has reinvigorated MTE inspections and Lista Suja additions. Government response sub-scores expected to improve in next Walk Free cycle. Structural vulnerability (47) remains high due to Amazon agricultural sector and garment informal economy, but government response trajectory is genuinely improving.",MTE inspection statistics and Lista Suja additions by sector; ILO Brazil country programme reports; Amazon deforestation/labour enforcement correlation data; GOJO Brazil facility-level audit data
"GOJO Industries, Inc.",GOJO Canada Inc.,Modern Slavery,Very Low,High,Improving,Within 12 Months,11.0,60.0,Tier 1,Stable,Improving,Tier 1 – Stable,Bill S-211 (Fighting Against Forced Labour and Child Labour in Supply Chains Act) in force since January 2024; government response sub-score for supply chain due diligence improving,"Bill S-211 requires annual reporting from ~4,000+ Canadian businesses on forced labour and child labour risks in supply chains. As the first mandatory supply chain reporting legislation in Canada, it directly improves the Walk Free sub-score for 'government and business stop sourcing goods produced by forced labour.' Low structural vulnerability (11). Tier 1 status well-established.",S-211 annual report submission rates and quality; CBSA anti-trafficking enforcement statistics; any proposed strengthening of S-211 to include mandatory due diligence (not just reporting)
Hangzhou Greatstar Industrial.Co.,Global Headquarters,Modern Slavery,High,High,Deteriorating,Within 12 Months,46.0,40.0,Tier 3,Deteriorating,Deteriorating,Tier 3 – No improvement anticipated; XUAR-specific risk intensifying,State-sponsored Xinjiang labour transfer programs ongoing; Tier 3 status with zero institutional improvement mechanism; UFLPA enforcement escalating,"China's Tier 3 status reflects documented state-sponsored forced labour programs in Xinjiang (XUAR), absence of ILO Convention 29 ratification, and no independent monitoring access. Walk Free government response score (40) is at a structural low with no credible improvement pathway. US CBP UFLPA enforcement is expanding — Entity List additions continuing in 2024-25. UN OHCHR August 2022 assessment found XUAR practices may constitute crimes against humanity. For TTI Dongguan and other CHN facilities: even outside XUAR, the broader institutional environment (no independent labour unions, restricted civil society) creates structural vulnerability elevation.",UFLPA Entity List additions affecting Chinese manufacturers; CBP withhold/release orders; UN OHCHR and Special Rapporteur follow-up assessments on XUAR; any Chinese ILO Convention 29 ratification signals
Hangzhou Greatstar Industrial.Co.,GreatStar Industrial USA,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
Hangzhou Greatstar Industrial.Co.,Arrow Fastener Co. HQ,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
Hangzhou Greatstar Industrial.Co.,Shop-Vac / SK Tools USA,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
Hangzhou Greatstar Industrial.Co.,Prime-Line Products,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
Hangzhou Greatstar Industrial.Co.,LISTA AG (Switzerland),Modern Slavery,Very Low,High,Improving,Within 12 Months,14.0,50.0,Tier 2,Stable,Improving,Tier 2 – Improving toward Tier 1; Swiss SDG Act strengthening government response,"Swiss Supply Chain Due Diligence and Transparency Act (Sorgfaltspflicht und Transparenzgesetz, effective Jan 2022) improving government response sub-score; domestic trafficking enforcement improving","Switzerland's Tier 2 classification is driven primarily by limitations in domestic trafficking prosecution capacity and domestic worker/sex work trafficking concerns, not by high structural vulnerability (score 14). The Swiss SDG Act requires supply chain due diligence for conflict minerals and child labour for large Swiss companies, improving the 'government and business stop sourcing forced labour products' sub-score. Government response trajectory is improving; Tier 1 movement plausible within 2-3 years.",Swiss SDG Act compliance data; FEDPOL (Federal Police) anti-trafficking prosecution statistics; 2025 TIP Report tier status for Switzerland
Hangzhou Greatstar Industrial.Co.,BeA GmbH (Germany),Modern Slavery,Very Low,High,Improving,Within 12 Months,11.0,62.0,Tier 1,Stable,Improving,Tier 1 – Stable,German Supply Chain Due Diligence Act (LkSG / Lieferkettensorgfaltspflichtengesetz) operational since Jan 2023; CSDDD transposition underway,BAFA (Federal Office for Economic Affairs and Export Control) enforcement of LkSG is actively issuing guidance and conducting initial compliance reviews. Government response sub-scores expected to improve in next Walk Free data cycle as supply chain enforcement mechanisms are operationalised. Vulnerability score (11) at structural low.,BAFA LkSG enforcement actions and fines; CSDDD national transposition timeline; Walk Free 2027 Germany government response sub-score
Hangzhou Greatstar Industrial.Co.,Zhongshan Geelong Mfg,Modern Slavery,High,High,Deteriorating,Within 12 Months,46.0,40.0,Tier 3,Deteriorating,Deteriorating,Tier 3 – No improvement anticipated; XUAR-specific risk intensifying,State-sponsored Xinjiang labour transfer programs ongoing; Tier 3 status with zero institutional improvement mechanism; UFLPA enforcement escalating,"China's Tier 3 status reflects documented state-sponsored forced labour programs in Xinjiang (XUAR), absence of ILO Convention 29 ratification, and no independent monitoring access. Walk Free government response score (40) is at a structural low with no credible improvement pathway. US CBP UFLPA enforcement is expanding — Entity List additions continuing in 2024-25. UN OHCHR August 2022 assessment found XUAR practices may constitute crimes against humanity. For TTI Dongguan and other CHN facilities: even outside XUAR, the broader institutional environment (no independent labour unions, restricted civil society) creates structural vulnerability elevation.",UFLPA Entity List additions affecting Chinese manufacturers; CBP withhold/release orders; UN OHCHR and Special Rapporteur follow-up assessments on XUAR; any Chinese ILO Convention 29 ratification signals
Hangzhou Greatstar Industrial.Co.,GreatStar Vietnam Base,Modern Slavery,High,High,Stable,Within 12 Months,44.0,47.0,Tier 3,Stable,Stable,Tier 3 – Stable; no imminent tier change,"Tier 3 status driven by debt bondage in overseas labour migration, trafficking in fishing sector, and forced overtime in export manufacturing; ILO engagement present but enforcement gap wide","Vietnam's Tier 3 classification reflects persistent broker fee systems creating debt bondage for workers migrating to South Korea, Japan, Taiwan; documented forced labour in fishing vessels and export garment/electronics manufacturing. EVFTA Labour Chapter (ILO core conventions commitment) creates external reform pressure, but domestic enforcement capacity remains structurally limited by absence of independent trade unions (VGCL is state-controlled). No material government response improvement expected within 12 months.",ILO-EU EVFTA labour monitoring reports; Vietnamese migrant worker broker fee data; DLT (Department of Labour) inspection statistics; VGCL reform signals
Hangzhou Greatstar Industrial.Co.,GreatStar Thailand Base,Modern Slavery,Medium,Moderate,Improving,Within 12 Months,46.0,55.0,Tier 2,Stable,Improving,Tier 2 – Stable; sustained improvement trajectory since Tier 3 period (2014-15),Thailand's sustained improvement from Tier 3 to Tier 2 maintained; ILO fishing sector engagement (ILO C188 ratification progress) and DLT enforcement strengthening,"Thailand's decade-long improvement from Tier 3 (2014-15, following EU Yellow Card on seafood) through Tier 2 has been driven by fishing sector reform and improved DLT (Department of Labour and Social Welfare) enforcement. Structural vulnerability (46) remains high, primarily driven by migrant workers from Myanmar, Cambodia, and Laos in agriculture, fishing, and manufacturing. Government response trajectory is genuinely improving under continued ILO technical cooperation.",TIP Report 2025 Thailand tier status; ILO C188 (Work in Fishing) ratification and implementation progress; DLT labour inspection statistics; Myanmar migrant worker welfare monitoring data
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Modern Slavery,High,High,Deteriorating,Within 12 Months,46.0,40.0,Tier 3,Deteriorating,Deteriorating,Tier 3 – No improvement anticipated; XUAR-specific risk intensifying,State-sponsored Xinjiang labour transfer programs ongoing; Tier 3 status with zero institutional improvement mechanism; UFLPA enforcement escalating,"China's Tier 3 status reflects documented state-sponsored forced labour programs in Xinjiang (XUAR), absence of ILO Convention 29 ratification, and no independent monitoring access. Walk Free government response score (40) is at a structural low with no credible improvement pathway. US CBP UFLPA enforcement is expanding — Entity List additions continuing in 2024-25. UN OHCHR August 2022 assessment found XUAR practices may constitute crimes against humanity. For TTI Dongguan and other CHN facilities: even outside XUAR, the broader institutional environment (no independent labour unions, restricted civil society) creates structural vulnerability elevation.",UFLPA Entity List additions affecting Chinese manufacturers; CBP withhold/release orders; UN OHCHR and Special Rapporteur follow-up assessments on XUAR; any Chinese ILO Convention 29 ratification signals
Hangzhou Greatstar Industrial.Co.,Goldblatt / GreatStar R&D,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Modern Slavery,High,High,Deteriorating,Within 12 Months,46.0,40.0,Tier 3,Deteriorating,Deteriorating,Tier 3 – No improvement anticipated; XUAR-specific risk intensifying,State-sponsored Xinjiang labour transfer programs ongoing; Tier 3 status with zero institutional improvement mechanism; UFLPA enforcement escalating,"China's Tier 3 status reflects documented state-sponsored forced labour programs in Xinjiang (XUAR), absence of ILO Convention 29 ratification, and no independent monitoring access. Walk Free government response score (40) is at a structural low with no credible improvement pathway. US CBP UFLPA enforcement is expanding — Entity List additions continuing in 2024-25. UN OHCHR August 2022 assessment found XUAR practices may constitute crimes against humanity. For TTI Dongguan and other CHN facilities: even outside XUAR, the broader institutional environment (no independent labour unions, restricted civil society) creates structural vulnerability elevation.",UFLPA Entity List additions affecting Chinese manufacturers; CBP withhold/release orders; UN OHCHR and Special Rapporteur follow-up assessments on XUAR; any Chinese ILO Convention 29 ratification signals
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Modern Slavery,High,High,Deteriorating,Within 12 Months,46.0,40.0,Tier 3,Deteriorating,Deteriorating,Tier 3 – No improvement anticipated; XUAR-specific risk intensifying,State-sponsored Xinjiang labour transfer programs ongoing; Tier 3 status with zero institutional improvement mechanism; UFLPA enforcement escalating,"China's Tier 3 status reflects documented state-sponsored forced labour programs in Xinjiang (XUAR), absence of ILO Convention 29 ratification, and no independent monitoring access. Walk Free government response score (40) is at a structural low with no credible improvement pathway. US CBP UFLPA enforcement is expanding — Entity List additions continuing in 2024-25. UN OHCHR August 2022 assessment found XUAR practices may constitute crimes against humanity. For TTI Dongguan and other CHN facilities: even outside XUAR, the broader institutional environment (no independent labour unions, restricted civil society) creates structural vulnerability elevation.",UFLPA Entity List additions affecting Chinese manufacturers; CBP withhold/release orders; UN OHCHR and Special Rapporteur follow-up assessments on XUAR; any Chinese ILO Convention 29 ratification signals
Perrigo Company,Global Headquarters,Modern Slavery,Very Low,High,Stable,Within 12 Months,9.0,63.0,Tier 2,Stable,Stable,"Tier 2 – Stable; limited prosecution capacity driving classification, not lack of political will",Very low structural vulnerability (9); Tier 2 driven by structurally limited prosecution capacity for trafficking offences rather than government inaction; EU framework provides institutional floor,Ireland's Tier 2 classification is a function of relatively low prosecution and conviction rates for trafficking offences — a structural challenge in the Irish criminal justice system — rather than a lack of political commitment. Vulnerability score of 9 is among the lowest in the dataset. EU Anti-Trafficking Directive (2024/1712) transposition will require Ireland to strengthen its criminal justice response.,Criminal prosecution and conviction rates for trafficking offences in Ireland; EU Directive national transposition progress; An Garda Síochána trafficking investigation statistics
Perrigo Company,N. American Corporate HQ,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
Perrigo Company,Allegan Main Campus,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
Perrigo Company,Allegan Water St Plant,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
Perrigo Company,Eau Claire Facility,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
Perrigo Company,PBM Nutritionals (Vermont),Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
Perrigo Company,Perrigo Direct Hub,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
Perrigo Company,Omaha Logistics Center,Modern Slavery,Very Low,High,Stable,Within 12 Months,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Strong institutional framework; bipartisan anti-trafficking legislation intact,"Federal anti-TIP enforcement infrastructure (DOJ, DHS, State Dept TIP Office) intact despite executive branch reprioritisation. Walk Free vulnerability score (25) near structural floor. State-level supply chain due diligence laws (California, New York) provide sub-federal buffer. No credible pathway to cluster reclassification within 12 months.",Federal TIP Office budget allocations; DOJ anti-trafficking prosecution statistics; any executive orders affecting anti-slavery program funding
Perrigo Company,Perrigo Israel (Yeruham),Modern Slavery,Medium,Low,Deteriorating,Within 12 Months,35.0,45.0,Tier 2,Deteriorating,Deteriorating,Tier 2 – Watchlist risk if conflict continues to divert government capacity,Gaza conflict (Oct 2023 ongoing) creating acute vulnerability pressure: Walk Free 'effects of conflict' and 'disenfranchised groups' sub-scores worsening materially; government response capacity partially diverted to wartime operations,"Israel's vulnerability score (35) was assessed pre-October 2023 conflict. The ongoing conflict is materially worsening sub-scores: internal displacement, agricultural and construction labor market disruption (Palestinian worker access suspended), and increased dependence on migrant workers from Southeast Asia under conditions of reduced oversight. Government response capacity is being absorbed by conflict operations. Perrigo Israel (Yeruham) sits in the Negev region somewhat distant from conflict zones but within the same institutional context. Confidence is Low given genuine uncertainty about conflict duration and resolution.",Conflict duration and ceasefire trajectory; ILO Israel assessments; migrant worker permit data (construction sector); Walk Free 2027 Israel vulnerability sub-score for 'effects of conflict' and 'disenfranchised groups'
Perrigo Company,Perrigo Mexico,Modern Slavery,Medium,Moderate,Deteriorating,Within 12 Months,58.0,55.0,Tier 2,Deteriorating,Stable,Tier 2 – Stable; USMCA RRM increasing scrutiny pressure,High structural vulnerability (58); cartel-linked forced labour in manufacturing corridors; USMCA Rapid Response Mechanism adding regulatory scrutiny,"Mexico's vulnerability score (58) is the highest in the dataset. Active cartel involvement in forced labour recruitment (particularly in Jalisco, Tamaulipas, and Chihuahua manufacturing corridors — relevant to Torreon/Toluca facilities) documented by ILAB. USMCA Chapter 23 Rapid Response Mechanism has flagged labour rights concerns at Mexican manufacturing plants. Sheinbaum government maintaining social investment but rule of law indicators (criminal justice sub-scores) under continued organised crime pressure.",USMCA Rapid Response Mechanism petitions filed against Mexican facilities; STPS labour inspection data in manufacturing zones; cartel activity reports in Coahuila and State of Mexico regions
