supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,context
ZURU LLC.,ZURU Dongguan Tech Center,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
John Paul Mitchell Systems,Global Headquarters,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
John Paul Mitchell Systems,JPMS Creative Center,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
John Paul Mitchell Systems,Santa Clarita DC,Waste Water,Medium,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Medium wastewater risk expected to persist."
John Paul Mitchell Systems,The Awapuhi Farm,Waste Water,Very Low,Medium,Stable,Within 5 Years,Very low wastewater risk expected to persist. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region but insufficient to alter risk classification within this horizon.
John Paul Mitchell Systems,JPMS UK (Salon Success),Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
John Paul Mitchell Systems,JPMS European Hub,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
John Paul Mitchell Systems,Pro-motive (Subsidiary),Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
John Paul Mitchell Systems,Distribution Center East,Waste Water,Low,Medium,Stable,Within 5 Years,"Low wastewater risk expected to remain stable. WRI Aqueduct futures projections indicate modest increases in basin water stress in this region, which may marginally affect the assimilative capacity of receiving water bodies."
"Natural Organics, Inc.",Global Headquarters,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
"Natural Organics, Inc.",Melville Manufacturing,Waste Water,Very High,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Very high wastewater risk expected to persist or worsen over this horizon."
"Natural Organics, Inc.","The ""Pharma-Lab""",Waste Water,Very High,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Very high wastewater risk expected to persist or worsen over this horizon."
"Natural Organics, Inc.",Melville Distribution,Waste Water,Medium,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Medium wastewater risk expected to persist."
"Natural Organics, Inc.",Amityville Facility,Waste Water,Very High,Medium,Stable,Within 5 Years,"Water stress in this region is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Very high wastewater risk expected to persist or worsen over this horizon."
"Natural Organics, Inc.",Nature’s Plus UK,Waste Water,Medium,Medium,Stable,Within 5 Years,"Water stress in United Kingdom is projected to increase under SSP2-4.5 by 2030 (IPCC AR6; WRI Aqueduct futures), reducing the dilution and assimilative capacity of local water bodies. Medium wastewater risk expected to persist."
"Natural Organics, Inc.",Euro-Nutrition Hub,Waste Water,Negligible,Medium,Stable,Within 5 Years,No significant wastewater risk over the 5-year horizon. WRI Aqueduct water stress projections (SSP2-4.5) do not indicate material increases in basin stress relevant to this facility type.
