supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,impact_type,risk_description,primary_restriction_instrument,secondary_restriction_instrument,importing_jurisdiction,source_country_or_region,enforcement_status,context,monitoring_signals
"GOJO Industries, Inc.",GOJO América Latina,Restricted Goods - Forced Labor,Compliance obligation within 12 months — direct restriction is tail risk,Moderate,Deteriorating,Within 12 Months,Compliance,Sugarcane is not an EUDR commodity. The restriction pathway is through EU CSDDD mandatory due diligence: companies sourcing Brazilian sugarcane for surfactant production must assess and remediate any forced labour or child labour in the supply chain. Non-compliance carries civil liability under CSDDD. Direct goods restriction would require a formal EU Forced Labour Regulation investigation finding — currently a tail-risk scenario for Brazilian sugarcane specifically.,EU CSDDD 2024/1760 — Supply Chain Due Diligence Obligation,EU Official Journal 2023/1115; ILAB Brazil Country Report; Rainforest Alliance; Global Forest Watch,EU,Brazil,New_Regulatory_Framework,"Brazil sugarcane sector has documented child labour exposure (ILAB-listed). EU CSDDD will require due diligence on sugarcane supply chains. However, sugarcane is not an EUDR commodity; there is no automatic market access denial mechanism. Compliance obligation is real; outright restriction is contingent on a formal EU Forced Labour Regulation investigation.","Monitor EU Commission EUDR implementation portal; Brazil deforestation monitoring (PRODES/DETER, MapBiomas); EUDR traceability platform development; EUDR enforcement announcements from EU member state competent authorities"
"GOJO Industries, Inc.",GOJO América Latina,Restricted Goods - Forced Labor,Compliance obligation within 12 months — direct restriction is tail risk only,Low,Deteriorating,Within 12 Months,Compliance,"Fish is not an EUDR commodity. However, EU CSDDD creates a mandatory due diligence obligation for Brazilian fish sourced for soap and surfactant formulations. ILAB documents forced labour in Brazilian fishing sector. If due diligence reveals forced labour practices, companies face civil liability under CSDDD and must remediate or terminate the sourcing relationship. Direct import restriction would require an EU Forced Labour Regulation formal investigation, which is a tail-risk pathway.",EU CSDDD 2024/1760 — Supply Chain Due Diligence Obligation,EU Official Journal 2023/1115; ILAB Brazil Country Report; Rainforest Alliance; Global Forest Watch,EU,Brazil,New_Regulatory_Framework,"Brazil fish sector (including sardine, tuna, and anchovy processing for industrial fish oil) is monitored by ILAB for forced labour. EU CSDDD transposition in 2025-2026 will require due diligence on these supply chains. Note: fish is not subject to EUDR; the restriction pathway is CSDDD compliance obligation and potential EU Forced Labour Regulation investigation, not automatic market access denial.","Monitor EU Commission EUDR implementation portal; Brazil deforestation monitoring (PRODES/DETER, MapBiomas); EUDR traceability platform development; EUDR enforcement announcements from EU member state competent authorities"
"GOJO Industries, Inc.",GOJO América Latina,Restricted Goods - Forced Labor,Likely within 12 months — annual ILAB review cycle,Moderate,Stable,Within 12 Months,Disruption,ILAB annual monitoring of Brazilian cattle sector labour conditions continues. Brazil remains on US government watch lists for forced labour in cattle ranching and charcoal production. Annual ILAB TVPRA list update (expected late 2025) may update risk rating.,ILAB TVPRA Annual Update (2025 expected),ILAB 'List of Goods Produced by Child Labor or Forced Labor' (2024); US State Dept TIP Report,USA,Brazil,Restriction_Maintained,Brazil cattle and charcoal remain ILAB-flagged; 2025 ILAB annual update may revise scores based on enforcement trend data.,Monitor ILAB 2025 TVPRA list publication (expected Sep-Oct 2025); US State Dept annual TIP report
"GOJO Industries, Inc.",GOJO América Latina,Restricted Goods - Forced Labor,Likely within 12 months — annual ILAB review cycle,Moderate,Stable,Within 12 Months,Disruption,ILAB annual monitoring of Brazilian beef sector labour conditions continues. Brazil remains on US government watch lists for forced labour in cattle ranching and charcoal production. Annual ILAB TVPRA list update (expected late 2025) may update risk rating.,ILAB TVPRA Annual Update (2025 expected),ILAB 'List of Goods Produced by Child Labor or Forced Labor' (2024); US State Dept TIP Report,USA,Brazil,Restriction_Maintained,Brazil cattle and charcoal remain ILAB-flagged; 2025 ILAB annual update may revise scores based on enforcement trend data.,Monitor ILAB 2025 TVPRA list publication (expected Sep-Oct 2025); US State Dept annual TIP report
"GOJO Industries, Inc.",GOJO América Latina,Restricted Goods - Forced Labor,Likely within 12 months — annual ILAB review cycle,Moderate,Stable,Within 12 Months,Disruption,ILAB annual monitoring of Brazilian charcoal sector labour conditions continues. Brazil remains on US government watch lists for forced labour in cattle ranching and charcoal production. Annual ILAB TVPRA list update (expected late 2025) may update risk rating.,ILAB TVPRA Annual Update (2025 expected),ILAB 'List of Goods Produced by Child Labor or Forced Labor' (2024); US State Dept TIP Report,USA,Brazil,Restriction_Maintained,Brazil cattle and charcoal remain ILAB-flagged; 2025 ILAB annual update may revise scores based on enforcement trend data.,Monitor ILAB 2025 TVPRA list publication (expected Sep-Oct 2025); US State Dept annual TIP report
Perrigo Company,Perrigo Mexico,Restricted Goods - Child Labor,Maintained within 12 months — USMCA review ongoing,Moderate,Stable,Within 12 Months,Compliance,Mexican cattle production remains subject to ILAB monitoring. USMCA labour provisions create ongoing compliance obligations for US importers. Risk is maintained at current level pending 2025 USMCA review outcome.,USMCA Chapter 23 Labour Provisions — Rapid Response Mechanism,ILAB 2024 TVPRA List; USTR USMCA Rapid Response Reports,USA,Mexico,Restriction_Maintained,USMCA Rapid Response Mechanism has been invoked multiple times since 2021 against Mexican manufacturing facilities. Labour standards enforcement under Chapter 23 is ongoing. The 2025 USMCA joint review may tighten enforcement provisions further. Mexican manufacturing labour compliance is an active monitoring priority for US importers.,Monitor USTR USMCA Rapid Response Mechanism reports; Mexican Ministry of Labour (STPS) collective bargaining agreement registry; ILO Better Work Mexico programme outputs
Perrigo Company,Perrigo Mexico,Restricted Goods - Child Labor,Maintained within 12 months — USMCA review ongoing,Low,Stable,Within 12 Months,Compliance,Mexican chile peppers production remains subject to ILAB monitoring. USMCA labour provisions create ongoing compliance obligations for US importers. Risk is maintained at current level pending 2025 USMCA review outcome.,USMCA Chapter 23 Labour Provisions — Rapid Response Mechanism,ILAB 2024 TVPRA List; USTR USMCA Rapid Response Reports,USA,Mexico,Restriction_Maintained,USMCA Rapid Response Mechanism has been invoked multiple times since 2021 against Mexican manufacturing facilities. Labour standards enforcement under Chapter 23 is ongoing. The 2025 USMCA joint review may tighten enforcement provisions further. Mexican manufacturing labour compliance is an active monitoring priority for US importers.,Monitor USTR USMCA Rapid Response Mechanism reports; Mexican Ministry of Labour (STPS) collective bargaining agreement registry; ILO Better Work Mexico programme outputs
Perrigo Company,Perrigo Mexico,Restricted Goods - Child Labor,Maintained within 12 months — USMCA review ongoing,Low,Stable,Within 12 Months,Compliance,Mexican sugarcane production remains subject to ILAB monitoring. USMCA labour provisions create ongoing compliance obligations for US importers. Risk is maintained at current level pending 2025 USMCA review outcome.,USMCA Chapter 23 Labour Provisions — Rapid Response Mechanism,ILAB 2024 TVPRA List; USTR USMCA Rapid Response Reports,USA,Mexico,Restriction_Maintained,USMCA Rapid Response Mechanism has been invoked multiple times since 2021 against Mexican manufacturing facilities. Labour standards enforcement under Chapter 23 is ongoing. The 2025 USMCA joint review may tighten enforcement provisions further. Mexican manufacturing labour compliance is an active monitoring priority for US importers.,Monitor USTR USMCA Rapid Response Mechanism reports; Mexican Ministry of Labour (STPS) collective bargaining agreement registry; ILO Better Work Mexico programme outputs
"S.C. Johnson & Son, Inc.",Toluca Plant,Restricted Goods - Child Labor,Maintained within 12 months — USMCA review ongoing,Low,Stable,Within 12 Months,Compliance,Mexican sugarcane production remains subject to ILAB monitoring. USMCA labour provisions create ongoing compliance obligations for US importers. Risk is maintained at current level pending 2025 USMCA review outcome.,USMCA Chapter 23 Labour Provisions — Rapid Response Mechanism,ILAB 2024 TVPRA List; USTR USMCA Rapid Response Reports,USA,Mexico,Restriction_Maintained,USMCA Rapid Response Mechanism has been invoked multiple times since 2021 against Mexican manufacturing facilities. Labour standards enforcement under Chapter 23 is ongoing. The 2025 USMCA joint review may tighten enforcement provisions further. Mexican manufacturing labour compliance is an active monitoring priority for US importers.,Monitor USTR USMCA Rapid Response Mechanism reports; Mexican Ministry of Labour (STPS) collective bargaining agreement registry; ILO Better Work Mexico programme outputs
Hangzhou Greatstar Industrial.Co.,GreatStar Vietnam Base,Restricted Goods - Forced Labor,Maintained within 12 months,Low,Stable,Within 12 Months,Disruption,Vietnamese natural rubber production is monitored by ILAB for child and forced labour. Conditions are largely stable but plantation labour practices in remote areas remain a watch signal for annual ILAB review.,ILAB TVPRA Annual Update (2025 expected),ILAB 2024 TVPRA List; ILO Vietnam Country Reports,USA,Vietnam,Restriction_Maintained,Vietnam rubber sector remains on ILAB watch but no imminent escalation signal.,Monitor ILAB 2025 annual update; ILO Vietnam labour inspection reports
"S.C. Johnson & Son, Inc.",SC Johnson Vietnam,Restricted Goods - Child Labor,Maintained within 12 months,Low,Stable,Within 12 Months,Compliance,Vietnamese sugarcane production monitored for child labour in harvesting. Risk is low but maintained given ILO monitoring of the sector.,ILAB TVPRA Annual Update,ILAB 2024 TVPRA List,USA,Vietnam,Restriction_Maintained,Vietnam sugarcane labour conditions monitored; no imminent escalation.,Monitor ILAB 2025 annual update
"GOJO Industries, Inc.",GOJO América Latina,Restricted Goods - Forced Labor,Possible within 12 months — annual review expected,Moderate,Stable,Within 12 Months,Compliance,Thai fish sector forced labour risk affects fish oil and marine ingredient supply chains. GOJO's soap and surfactant formulations using marine-derived fatty acids or fish oil may carry exposure to Thai fishing sector forced labour practices. ILAB monitoring and annual TIP Report assessment confirm ongoing risk.,ILAB TVPRA List — Thailand Fish/Shrimp; US Trafficking Victims Protection Act,US State Dept TIP Report 2024; ILO Thailand Fishing Sector Reports; ILAB Country Reports,USA,Thailand,New_Source_Region_Risk,"Thailand's seafood sector remains subject to ongoing ILO, US State Department, and EU monitoring for forced labour, particularly in the deep-sea fishing and shrimp processing sectors. Thailand was on the US State Dept Tier 2 Watchlist in prior years and continues to require active monitoring. Fish oil sourced from Thai suppliers for soap and surfactant formulations carries compliance risk.",Monitor US State Dept TIP Report annual Thailand assessment; ILO Better Work Thailand; EU IUU fishing enforcement reports; Thai DFT (Department of Fisheries) catch documentation scheme; Seafood Task Force Thailand progress
"GOJO Industries, Inc.",GOJO América Latina,Restricted Goods - Forced Labor,Possible within 12 months — annual review expected,Moderate,Stable,Within 12 Months,Compliance,Thai shrimp sector forced labour risk affects fish oil and marine ingredient supply chains. GOJO's soap and surfactant formulations using marine-derived fatty acids or fish oil may carry exposure to Thai fishing sector forced labour practices. ILAB monitoring and annual TIP Report assessment confirm ongoing risk.,ILAB TVPRA List — Thailand Fish/Shrimp; US Trafficking Victims Protection Act,US State Dept TIP Report 2024; ILO Thailand Fishing Sector Reports; ILAB Country Reports,USA,Thailand,New_Source_Region_Risk,"Thailand's seafood sector remains subject to ongoing ILO, US State Department, and EU monitoring for forced labour, particularly in the deep-sea fishing and shrimp processing sectors. Thailand was on the US State Dept Tier 2 Watchlist in prior years and continues to require active monitoring. Fish oil sourced from Thai suppliers for soap and surfactant formulations carries compliance risk.",Monitor US State Dept TIP Report annual Thailand assessment; ILO Better Work Thailand; EU IUU fishing enforcement reports; Thai DFT (Department of Fisheries) catch documentation scheme; Seafood Task Force Thailand progress
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Restricted Goods - Forced Labor,Compliance due diligence obligation within 12 months — restriction is tail risk,Low,Stable,Within 12 Months,Compliance,"EU CSDDD creates a mandatory due diligence obligation for supply chains involving South African coal (via steel inputs). CBAM is a carbon pricing instrument and does not restrict goods on labour grounds. The pathway to actual goods restriction requires: (a) CSDDD due diligence revealing forced or exploitative labour in South African coal mining; (b) failure to remediate; and (c) a formal EU Forced Labour Regulation investigation and market withdrawal order. This is a multi-step tail-risk pathway, not a near-term restriction signal. Flagged as a compliance monitoring obligation.",EU CSDDD 2024/1760 — Supply Chain Labour Due Diligence,South African Human Rights Commission; ILO South Africa Mining Reports; EU CSDDD Guidance,EU,South Africa,New_Source_Region_Risk,"South African coal mining labour conditions are documented by SAHRC and NUM/AMCU union reports as including wage suppression and unsafe conditions in some operations. EU CSDDD requires due diligence but does not create a direct import restriction. CBAM applies to embedded carbon content, not labour practices — citing CBAM as a labour restriction instrument would be incorrect. A realistic restriction pathway requires CSDDD non-compliance findings escalated to an EU Forced Labour Regulation investigation. Confidence in actual restriction within 12 months is low.",Monitor EU CBAM registry for South African coal importers; South African Human Rights Commission mining sector reports; NUM/AMCU union reports; EU CSDDD transposition progress affecting South African supplier due diligence
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Restricted Goods - Forced Labor,Compliance due diligence obligation within 12 months — restriction is tail risk,Low,Stable,Within 12 Months,Compliance,"EU CSDDD creates a mandatory due diligence obligation for supply chains involving South African coal (via steel inputs). CBAM is a carbon pricing instrument and does not restrict goods on labour grounds. The pathway to actual goods restriction requires: (a) CSDDD due diligence revealing forced or exploitative labour in South African coal mining; (b) failure to remediate; and (c) a formal EU Forced Labour Regulation investigation and market withdrawal order. This is a multi-step tail-risk pathway, not a near-term restriction signal. Flagged as a compliance monitoring obligation.",EU CSDDD 2024/1760 — Supply Chain Labour Due Diligence,South African Human Rights Commission; ILO South Africa Mining Reports; EU CSDDD Guidance,EU,South Africa,New_Source_Region_Risk,"South African coal mining labour conditions are documented by SAHRC and NUM/AMCU union reports as including wage suppression and unsafe conditions in some operations. EU CSDDD requires due diligence but does not create a direct import restriction. CBAM applies to embedded carbon content, not labour practices — citing CBAM as a labour restriction instrument would be incorrect. A realistic restriction pathway requires CSDDD non-compliance findings escalated to an EU Forced Labour Regulation investigation. Confidence in actual restriction within 12 months is low.",Monitor EU CBAM registry for South African coal importers; South African Human Rights Commission mining sector reports; NUM/AMCU union reports; EU CSDDD transposition progress affecting South African supplier due diligence
Garmin International,Lin Kou Plant (Taiwan),Restricted Goods - Forced Labor,Possible within 12 months — CBP enforcement expanding,Moderate,Deteriorating,Within 12 Months,Disruption,Garmin Taiwan-assembled electronics containing PRC-sourced components face UFLPA scrutiny at US ports of entry. CBP has issued guidance that UFLPA rebuttable presumption can apply to Taiwan-assembled goods with upstream Chinese-origin inputs. Supply chain tracing burden is increasing.,Uyghur Forced Labor Prevention Act (UFLPA) — Component Tracing Expansion,US CBP UFLPA Enforcement Guidance; UFLPA Entity List; Garmin SEC 10-K Filings,USA,Taiwan,Restriction_Escalating,"UFLPA enforcement is extending scrutiny to electronics assembled in Taiwan but containing components or materials sourced from Mainland China, particularly XUAR-region inputs. Garmin's Taiwan plants (Lin Kou, Zhongli, Tainan) assemble precision electronics using component supply chains that may include PRC-origin parts. CBP has issued guidance noting that UFLPA applies to goods regardless of final assembly location if PRC-origin inputs are present.",Monitor CBP UFLPA enforcement guidance updates; Garmin SEC filing supply chain disclosures; UFLPA Entity List for Taiwanese-based companies with PRC operations; US-Taiwan supply chain tracing initiatives
Garmin International,Tainan Plant (Taiwan),Restricted Goods - Forced Labor,Possible within 12 months — CBP enforcement expanding,Moderate,Deteriorating,Within 12 Months,Disruption,Garmin Taiwan-assembled electronics containing PRC-sourced components face UFLPA scrutiny at US ports of entry. CBP has issued guidance that UFLPA rebuttable presumption can apply to Taiwan-assembled goods with upstream Chinese-origin inputs. Supply chain tracing burden is increasing.,Uyghur Forced Labor Prevention Act (UFLPA) — Component Tracing Expansion,US CBP UFLPA Enforcement Guidance; UFLPA Entity List; Garmin SEC 10-K Filings,USA,Taiwan,Restriction_Escalating,"UFLPA enforcement is extending scrutiny to electronics assembled in Taiwan but containing components or materials sourced from Mainland China, particularly XUAR-region inputs. Garmin's Taiwan plants (Lin Kou, Zhongli, Tainan) assemble precision electronics using component supply chains that may include PRC-origin parts. CBP has issued guidance noting that UFLPA applies to goods regardless of final assembly location if PRC-origin inputs are present.",Monitor CBP UFLPA enforcement guidance updates; Garmin SEC filing supply chain disclosures; UFLPA Entity List for Taiwanese-based companies with PRC operations; US-Taiwan supply chain tracing initiatives
"S.C. Johnson & Son, Inc.",SC Johnson Argentina,Restricted Goods - Forced Labor,Enforcement in force — risk materialising now for EU-destined goods,Moderate,Deteriorating,Within 12 Months,Compliance,"EUDR enforcement requires that cattle sourced from Argentina for soap and surfactant production is demonstrably free from Gran Chaco deforestation linkage (post Dec 2020). Argentine cattle supply chains lack the satellite-monitored traceability infrastructure of Brazilian counterparts, making EUDR compliance documentation difficult to obtain. Failure to provide compliant due diligence statements will deny EU market access for affected goods. This is a direct market restriction mechanism, not merely a compliance burden.",EU Deforestation Regulation (EUDR) 2023/1115 — Argentine Cattle / Gran Chaco,EU Official Journal 2023/1115; Global Forest Watch Chaco data; Trase.earth supply chain mapping; WWF Gran Chaco assessment,EU,Argentina,New_Regulatory_Framework,"Argentina's Gran Chaco is one of the world's most actively deforested biomes, losing over 200,000 hectares annually. Argentine beef cattle ranching is the primary driver of Gran Chaco deforestation. The EU Deforestation Regulation (EUDR) applies to cattle and beef and requires that goods do not originate from land deforested after December 2020. Argentina has no national deforestation monitoring system equivalent to Brazil's PRODES/DETER for the Chaco, creating significant traceability challenges. EUDR enforcement for large operators began December 2024. Argentine beef without verified Chaco-deforestation-free supply chain tracing faces genuine EU market access denial risk.",Monitor EU Commission EUDR due diligence portal; Trase.earth Argentina cattle deforestation risk scores; Argentine deforestation monitoring (REDAF Chaco data); EUDR competent authority enforcement actions against Argentine beef importers
