supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,facility_worker_category,automation_displacement_risk,ilo_sdg_8_8_2_score,working_poverty_rate_pct,work_injury_coverage_rate,minimum_wage_ppp_usd_monthly,country_signal,sector_signal,context,monitoring_signals
"GOJO Industries, Inc.",Ashland Dist. Center,Worker Rights - Labour Rights,High,Moderate,Stable,Within 12 Months,Logistics / Distribution,High,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.","High automation displacement risk for logistics/distribution workers within 12 months. Amazon-model warehouse automation (Kiva robots, autonomous mobile robots) is being deployed across the sector globally. Algorithmic management of packing rates and productivity targets is a documented rights concern (NLRB cases in USA; GMB cases in UK). Distribution centre workers face: reduced permanent headcount replaced by agency/contract workers; productivity surveillance; high injury rates as physical targets are maintained.","COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: High automation displacement risk for logistics/distribution workers within 12 months. Amazon-model warehouse automation (Kiva robots, autonomous mobile robots) is being deployed across the sector globally. Algorithmic management of packing rates and productivity targets is a documented rights concern (NLRB cases in USA; GMB cases in UK). Distribution centre workers face: reduced permanent headcount replaced by agency/contract workers; productivity surveillance; high injury rates as physical targets are maintained.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"GOJO Industries, Inc.",Ashland Dist. Center,Worker Rights - Remuneration,Low,Moderate,Stable,Within 12 Months,Logistics / Distribution,High,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.","High automation displacement risk for logistics/distribution workers within 12 months. Amazon-model warehouse automation (Kiva robots, autonomous mobile robots) is being deployed across the sector globally. Algorithmic management of packing rates and productivity targets is a documented rights concern (NLRB cases in USA; GMB cases in UK). Distribution centre workers face: reduced permanent headcount replaced by agency/contract workers; productivity surveillance; high injury rates as physical targets are maintained.","COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: High automation displacement risk for logistics/distribution workers within 12 months. Amazon-model warehouse automation (Kiva robots, autonomous mobile robots) is being deployed across the sector globally. Algorithmic management of packing rates and productivity targets is a documented rights concern (NLRB cases in USA; GMB cases in UK). Distribution centre workers face: reduced permanent headcount replaced by agency/contract workers; productivity surveillance; high injury rates as physical targets are maintained.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"GOJO Industries, Inc.",Navarre Warehouse,Worker Rights - Labour Rights,High,Moderate,Stable,Within 12 Months,Logistics / Distribution,High,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.","High automation displacement risk for logistics/distribution workers within 12 months. Amazon-model warehouse automation (Kiva robots, autonomous mobile robots) is being deployed across the sector globally. Algorithmic management of packing rates and productivity targets is a documented rights concern (NLRB cases in USA; GMB cases in UK). Distribution centre workers face: reduced permanent headcount replaced by agency/contract workers; productivity surveillance; high injury rates as physical targets are maintained.","COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: High automation displacement risk for logistics/distribution workers within 12 months. Amazon-model warehouse automation (Kiva robots, autonomous mobile robots) is being deployed across the sector globally. Algorithmic management of packing rates and productivity targets is a documented rights concern (NLRB cases in USA; GMB cases in UK). Distribution centre workers face: reduced permanent headcount replaced by agency/contract workers; productivity surveillance; high injury rates as physical targets are maintained.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"GOJO Industries, Inc.",Navarre Warehouse,Worker Rights - Remuneration,Low,Moderate,Stable,Within 12 Months,Logistics / Distribution,High,3.83,87.2,0.0,1257.0,"ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor.","High automation displacement risk for logistics/distribution workers within 12 months. Amazon-model warehouse automation (Kiva robots, autonomous mobile robots) is being deployed across the sector globally. Algorithmic management of packing rates and productivity targets is a documented rights concern (NLRB cases in USA; GMB cases in UK). Distribution centre workers face: reduced permanent headcount replaced by agency/contract workers; productivity surveillance; high injury rates as physical targets are maintained.","COUNTRY SIGNAL: ILO SDG 8.8.2 score of 3.83 reflects genuine constraints on right to association and collective bargaining under current US labour law (RTW statutes in ~27 states, NLRA limitations on secondary boycotts, card-check prohibition). The PRO Act — which would substantially reform these constraints — has stalled in the Senate with no legislative pathway in the current Congress. No institutional improvement expected within 12 months. NLRB enforcement has been active under recent Democrat-appointed boards but rule-making is subject to judicial challenge. Remuneration risk remains Low: minimum wage at PPP $1,257/month and near-zero working poverty rate (0%) maintain strong purchasing power floor. SECTOR SIGNAL: High automation displacement risk for logistics/distribution workers within 12 months. Amazon-model warehouse automation (Kiva robots, autonomous mobile robots) is being deployed across the sector globally. Algorithmic management of packing rates and productivity targets is a documented rights concern (NLRB cases in USA; GMB cases in UK). Distribution centre workers face: reduced permanent headcount replaced by agency/contract workers; productivity surveillance; high injury rates as physical targets are maintained.",PRO Act legislative progress; NLRB rule-making survival under judicial review; US manufacturing union density statistics; BLS contingent worker data; warehouse automation injury rate statistics
"GOJO Industries, Inc.",GOJO Europe (UK HQ),Worker Rights - Labour Rights,Low,High,Improving,Within 12 Months,Professional / Office,Low,1.25,81.5,0.0,2816.509,"UK Employment Rights Bill 2024 (Labour government) proposes the most significant labour law reform in decades: day-one unfair dismissal rights, guaranteed-hours contracts for regular workers, strengthened collective bargaining, sectoral fair pay agreements. If enacted (expected 2025-26), SDG 8.8.2 sub-scores for right to association and collective bargaining will improve materially. National Living Wage set to rise above inflation through 2027. PPP minimum wage ($2,817) already among the highest in the dataset.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: UK Employment Rights Bill 2024 (Labour government) proposes the most significant labour law reform in decades: day-one unfair dismissal rights, guaranteed-hours contracts for regular workers, strengthened collective bargaining, sectoral fair pay agreements. If enacted (expected 2025-26), SDG 8.8.2 sub-scores for right to association and collective bargaining will improve materially. National Living Wage set to rise above inflation through 2027. PPP minimum wage ($2,817) already among the highest in the dataset. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",Employment Rights Bill progress through UK Parliament; BEIS/ACAS collective bargaining statistics; National Living Wage trajectory; EAT (Employment Appeal Tribunal) rulings on gig worker rights
"GOJO Industries, Inc.",GOJO Europe (UK HQ),Worker Rights - Remuneration,Very Low,High,Improving,Within 12 Months,Professional / Office,Low,1.25,81.5,0.0,2816.509,"UK Employment Rights Bill 2024 (Labour government) proposes the most significant labour law reform in decades: day-one unfair dismissal rights, guaranteed-hours contracts for regular workers, strengthened collective bargaining, sectoral fair pay agreements. If enacted (expected 2025-26), SDG 8.8.2 sub-scores for right to association and collective bargaining will improve materially. National Living Wage set to rise above inflation through 2027. PPP minimum wage ($2,817) already among the highest in the dataset.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: UK Employment Rights Bill 2024 (Labour government) proposes the most significant labour law reform in decades: day-one unfair dismissal rights, guaranteed-hours contracts for regular workers, strengthened collective bargaining, sectoral fair pay agreements. If enacted (expected 2025-26), SDG 8.8.2 sub-scores for right to association and collective bargaining will improve materially. National Living Wage set to rise above inflation through 2027. PPP minimum wage ($2,817) already among the highest in the dataset. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",Employment Rights Bill progress through UK Parliament; BEIS/ACAS collective bargaining statistics; National Living Wage trajectory; EAT (Employment Appeal Tribunal) rulings on gig worker rights
"GOJO Industries, Inc.",GOJO France SARL,Worker Rights - Labour Rights,Low,High,Stable,Within 12 Months,Professional / Office,Low,0.68,92.8,0.0,2376.898,"France's SDG 8.8.2 score of 0.68 reflects a generally strong worker rights environment, though some restrictions on strike action in essential services and complexity of labour code contribute. SMIC (minimum wage) at PPP $2,377 with 92.8% work injury coverage. Devoir de Vigilance enforcement active. Political instability in current government is not expected to affect labour rights framework within 12 months.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: France's SDG 8.8.2 score of 0.68 reflects a generally strong worker rights environment, though some restrictions on strike action in essential services and complexity of labour code contribute. SMIC (minimum wage) at PPP $2,377 with 92.8% work injury coverage. Devoir de Vigilance enforcement active. Political instability in current government is not expected to affect labour rights framework within 12 months. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",ILO SDG 8.8.2 France score trend; minimum wage (SMIC) real growth; CSDDD transposition; Devoir de Vigilance enforcement cases
"GOJO Industries, Inc.",GOJO France SARL,Worker Rights - Remuneration,Very Low,High,Stable,Within 12 Months,Professional / Office,Low,0.68,92.8,0.0,2376.898,"France's SDG 8.8.2 score of 0.68 reflects a generally strong worker rights environment, though some restrictions on strike action in essential services and complexity of labour code contribute. SMIC (minimum wage) at PPP $2,377 with 92.8% work injury coverage. Devoir de Vigilance enforcement active. Political instability in current government is not expected to affect labour rights framework within 12 months.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: France's SDG 8.8.2 score of 0.68 reflects a generally strong worker rights environment, though some restrictions on strike action in essential services and complexity of labour code contribute. SMIC (minimum wage) at PPP $2,377 with 92.8% work injury coverage. Devoir de Vigilance enforcement active. Political instability in current government is not expected to affect labour rights framework within 12 months. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",ILO SDG 8.8.2 France score trend; minimum wage (SMIC) real growth; CSDDD transposition; Devoir de Vigilance enforcement cases
"GOJO Industries, Inc.",GOJO Australasia,Worker Rights - Labour Rights,Low,High,Improving,Within 12 Months,Professional / Office,Low,0.72,79.9,0.0,2802.603,"Australia's SDG 8.8.2 score of 0.72 reflects a generally strong worker rights environment with some restrictions on industrial action (right to strike limited to protected action during bargaining). Albanese government's workplace relations reforms (2022-2024) expanded multi-employer bargaining rights and improved protections for gig/casual workers (Closing Loopholes Act). Minimum wage PPP $2,803; work injury coverage 79.9%. Improving trajectory.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: Australia's SDG 8.8.2 score of 0.72 reflects a generally strong worker rights environment with some restrictions on industrial action (right to strike limited to protected action during bargaining). Albanese government's workplace relations reforms (2022-2024) expanded multi-employer bargaining rights and improved protections for gig/casual workers (Closing Loopholes Act). Minimum wage PPP $2,803; work injury coverage 79.9%. Improving trajectory. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",Fair Work Commission annual wage review; Closing Loopholes Act implementation; union density trend; ILO SDG 8.8.2 Australia score
"GOJO Industries, Inc.",GOJO Australasia,Worker Rights - Remuneration,Very Low,High,Stable,Within 12 Months,Professional / Office,Low,0.72,79.9,0.0,2802.603,"Australia's SDG 8.8.2 score of 0.72 reflects a generally strong worker rights environment with some restrictions on industrial action (right to strike limited to protected action during bargaining). Albanese government's workplace relations reforms (2022-2024) expanded multi-employer bargaining rights and improved protections for gig/casual workers (Closing Loopholes Act). Minimum wage PPP $2,803; work injury coverage 79.9%. Improving trajectory.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: Australia's SDG 8.8.2 score of 0.72 reflects a generally strong worker rights environment with some restrictions on industrial action (right to strike limited to protected action during bargaining). Albanese government's workplace relations reforms (2022-2024) expanded multi-employer bargaining rights and improved protections for gig/casual workers (Closing Loopholes Act). Minimum wage PPP $2,803; work injury coverage 79.9%. Improving trajectory. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",Fair Work Commission annual wage review; Closing Loopholes Act implementation; union density trend; ILO SDG 8.8.2 Australia score
"GOJO Industries, Inc.","GOJO Japan, Inc.",Worker Rights - Labour Rights,Low,High,Improving,Within 12 Months,Professional / Office,Low,1.28,89.9,0.0,1805.801,"Japan's SDG 8.8.2 score of 1.28 reflects limited union density (~17%) and keiretsu enterprise union model that limits cross-firm collective bargaining. TITP reform (new Ikusei Shuuro system from 2024) directly improves the sub-score for worker rights protection for migrant workers. Real wage growth is positive for the first time in years under Bank of Japan policy normalisation and government minimum wage mandates. PPP minimum wage $1,806; work injury coverage 89.9%.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: Japan's SDG 8.8.2 score of 1.28 reflects limited union density (~17%) and keiretsu enterprise union model that limits cross-firm collective bargaining. TITP reform (new Ikusei Shuuro system from 2024) directly improves the sub-score for worker rights protection for migrant workers. Real wage growth is positive for the first time in years under Bank of Japan policy normalisation and government minimum wage mandates. PPP minimum wage $1,806; work injury coverage 89.9%. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.","Ikusei Shuuro implementation statistics; ILO SDG 8.8.2 Japan score improvement; minimum wage trajectory toward ¥1,500/hour target; TIP Report Japan tier"
"GOJO Industries, Inc.","GOJO Japan, Inc.",Worker Rights - Remuneration,Very Low,High,Improving,Within 12 Months,Professional / Office,Low,1.28,89.9,0.0,1805.801,"Japan's SDG 8.8.2 score of 1.28 reflects limited union density (~17%) and keiretsu enterprise union model that limits cross-firm collective bargaining. TITP reform (new Ikusei Shuuro system from 2024) directly improves the sub-score for worker rights protection for migrant workers. Real wage growth is positive for the first time in years under Bank of Japan policy normalisation and government minimum wage mandates. PPP minimum wage $1,806; work injury coverage 89.9%.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: Japan's SDG 8.8.2 score of 1.28 reflects limited union density (~17%) and keiretsu enterprise union model that limits cross-firm collective bargaining. TITP reform (new Ikusei Shuuro system from 2024) directly improves the sub-score for worker rights protection for migrant workers. Real wage growth is positive for the first time in years under Bank of Japan policy normalisation and government minimum wage mandates. PPP minimum wage $1,806; work injury coverage 89.9%. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.","Ikusei Shuuro implementation statistics; ILO SDG 8.8.2 Japan score improvement; minimum wage trajectory toward ¥1,500/hour target; TIP Report Japan tier"
"GOJO Industries, Inc.",GOJO América Latina,Worker Rights - Labour Rights,High,Moderate,Improving,Within 12 Months,Skilled Process Manufacturing,Medium,3.25,52.2,0.731,559.319,"Lula administration (from Jan 2023) has partially reversed Temer-era (2017) labour reform weakening. Key restoration: re-strengthening union funding (partial cotização sindical restoration), improved labour court enforcement, and increased minimum wage above inflation. SDG 8.8.2 score of 3.25 reflects moderate union rights constraints that are on an improving trajectory. Working poverty rate (0.731%) is low; PPP minimum wage ($559/month) is moderate. Government is not reversing all 2017 reforms — greater use of individual collective agreements remains — but the direction is improving.","Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.","COUNTRY SIGNAL: Lula administration (from Jan 2023) has partially reversed Temer-era (2017) labour reform weakening. Key restoration: re-strengthening union funding (partial cotização sindical restoration), improved labour court enforcement, and increased minimum wage above inflation. SDG 8.8.2 score of 3.25 reflects moderate union rights constraints that are on an improving trajectory. Working poverty rate (0.731%) is low; PPP minimum wage ($559/month) is moderate. Government is not reversing all 2017 reforms — greater use of individual collective agreements remains — but the direction is improving. SECTOR SIGNAL: Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.",ILO SDG 8.8.2 next cycle for Brazil; MTE collective bargaining statistics; Brazilian minimum wage real growth vs. inflation; Bolsa Família social protection coverage
"GOJO Industries, Inc.",GOJO América Latina,Worker Rights - Remuneration,Medium,Moderate,Stable,Within 12 Months,Skilled Process Manufacturing,Medium,3.25,52.2,0.731,559.319,"Lula administration (from Jan 2023) has partially reversed Temer-era (2017) labour reform weakening. Key restoration: re-strengthening union funding (partial cotização sindical restoration), improved labour court enforcement, and increased minimum wage above inflation. SDG 8.8.2 score of 3.25 reflects moderate union rights constraints that are on an improving trajectory. Working poverty rate (0.731%) is low; PPP minimum wage ($559/month) is moderate. Government is not reversing all 2017 reforms — greater use of individual collective agreements remains — but the direction is improving.","Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.","COUNTRY SIGNAL: Lula administration (from Jan 2023) has partially reversed Temer-era (2017) labour reform weakening. Key restoration: re-strengthening union funding (partial cotização sindical restoration), improved labour court enforcement, and increased minimum wage above inflation. SDG 8.8.2 score of 3.25 reflects moderate union rights constraints that are on an improving trajectory. Working poverty rate (0.731%) is low; PPP minimum wage ($559/month) is moderate. Government is not reversing all 2017 reforms — greater use of individual collective agreements remains — but the direction is improving. SECTOR SIGNAL: Medium automation displacement risk for chemical/food process manufacturing within 12 months. Process automation (sensors, SCADA, automated filling) is incremental. Consumer-brand cost-squeeze (private-label competition, retailer margin pressure) is a live signal — cleaning products, personal care, and food sectors are all experiencing margin compression that historically flows through to labour cost pressure.",ILO SDG 8.8.2 next cycle for Brazil; MTE collective bargaining statistics; Brazilian minimum wage real growth vs. inflation; Bolsa Família social protection coverage
"GOJO Industries, Inc.",GOJO Canada Inc.,Worker Rights - Labour Rights,Medium,High,Stable,Within 12 Months,Professional / Office,Low,1.55,84.5,0.0,2408.556,"Canada's SDG 8.8.2 score of 1.55 (Medium quintile) reflects provincial variations in collective bargaining rights — particularly in Western provinces with essential services restrictions and anti-union legislation (Alberta, Saskatchewan). Federally, rights are stronger. Minimum wage PPP $2,409; work injury coverage 84.5%. Bill S-211 adds supply chain due diligence. GOJO Canada and Hain Celestial Canada are office/HQ functions in Ontario where protections are relatively strong.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: Canada's SDG 8.8.2 score of 1.55 (Medium quintile) reflects provincial variations in collective bargaining rights — particularly in Western provinces with essential services restrictions and anti-union legislation (Alberta, Saskatchewan). Federally, rights are stronger. Minimum wage PPP $2,409; work injury coverage 84.5%. Bill S-211 adds supply chain due diligence. GOJO Canada and Hain Celestial Canada are office/HQ functions in Ontario where protections are relatively strong. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",Provincial labour law reform signals; S-211 compliance data; federal minimum wage trajectory; union density by province
"GOJO Industries, Inc.",GOJO Canada Inc.,Worker Rights - Remuneration,Very Low,High,Stable,Within 12 Months,Professional / Office,Low,1.55,84.5,0.0,2408.556,"Canada's SDG 8.8.2 score of 1.55 (Medium quintile) reflects provincial variations in collective bargaining rights — particularly in Western provinces with essential services restrictions and anti-union legislation (Alberta, Saskatchewan). Federally, rights are stronger. Minimum wage PPP $2,409; work injury coverage 84.5%. Bill S-211 adds supply chain due diligence. GOJO Canada and Hain Celestial Canada are office/HQ functions in Ontario where protections are relatively strong.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: Canada's SDG 8.8.2 score of 1.55 (Medium quintile) reflects provincial variations in collective bargaining rights — particularly in Western provinces with essential services restrictions and anti-union legislation (Alberta, Saskatchewan). Federally, rights are stronger. Minimum wage PPP $2,409; work injury coverage 84.5%. Bill S-211 adds supply chain due diligence. GOJO Canada and Hain Celestial Canada are office/HQ functions in Ontario where protections are relatively strong. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",Provincial labour law reform signals; S-211 compliance data; federal minimum wage trajectory; union density by province
Hangzhou Greatstar Industrial.Co.,Global Headquarters,Worker Rights - Labour Rights,Very High,High,Deteriorating,Within 12 Months,Professional / Office,Low,9.32,35.9,0.09,543.541,"China's SDG 8.8.2 score of 9.32 (near maximum) reflects: no independent trade unions (ACFTU is state-controlled), no right to strike, no collective bargaining in the Western sense, and systematic suppression of independent labour NGOs (most forcibly closed 2015-2019). The Xi administration's crackdown on civil society has eliminated the informal worker advocacy infrastructure that partially compensated for institutional gaps. Post-COVID labour unrest has been met with detention, not reform. Remuneration risk: minimum wage (PPP $544) is low; work injury coverage at 35.9% is among the lowest in the dataset — the gap between statutory and actual coverage is large in practice.",Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.,"COUNTRY SIGNAL: China's SDG 8.8.2 score of 9.32 (near maximum) reflects: no independent trade unions (ACFTU is state-controlled), no right to strike, no collective bargaining in the Western sense, and systematic suppression of independent labour NGOs (most forcibly closed 2015-2019). The Xi administration's crackdown on civil society has eliminated the informal worker advocacy infrastructure that partially compensated for institutional gaps. Post-COVID labour unrest has been met with detention, not reform. Remuneration risk: minimum wage (PPP $544) is low; work injury coverage at 35.9% is among the lowest in the dataset — the gap between statutory and actual coverage is large in practice. SECTOR SIGNAL: Low automation displacement risk for professional/office workers within 12 months. Knowledge workers retain market leverage; AI tools augment rather than replace senior roles in this timeframe. Primary risk: algorithmic performance management and increased workload intensity without commensurate rights protections.",ACFTU reform signals; ILO SDG 8.8.2 China score; UFLPA and EU FL Reg enforcement; labour unrest tracking (China Labour Bulletin); automation deployment rates in manufacturing
