supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,context,probabilty_fire_weather_conditions,fire_ignition_probability
Hangzhou Greatstar Industrial.Co.,BeA GmbH (Germany),Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.005317; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000188; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Hangzhou Greatstar Industrial.Co.,Zhongshan Geelong Mfg,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.043621; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.006134; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Hangzhou Greatstar Industrial.Co.,GreatStar Vietnam Base,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.026245; P(FWI > 20) projected = 0.000040; P(FWI > 50) historical mean (1975-2000) = 0.004266; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Hangzhou Greatstar Industrial.Co.,GreatStar Thailand Base,Wildfire,Very High,Medium,Deteriorating,Within 12 Months,SSP scenario projections range from High to Very High wildfire risk reflecting uncertainty in future fire weather conditions. Projected increase in wildfire risk relative to historical baseline. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.995337; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.000682; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.500000.,100.0%,50.0%
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000832; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000006; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Hangzhou Greatstar Industrial.Co.,Goldblatt / GreatStar R&D,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.013612; P(FWI > 20) projected = 0.122310; P(FWI > 50) historical mean (1975-2000) = 0.000016; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,12.2%,0.0%
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001401; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000022; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.028660; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.014727; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Perrigo Company,Global Headquarters,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.008172; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.002311; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Perrigo Company,N. American Corporate HQ,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.003123; P(FWI > 20) projected = 0.005750; P(FWI > 50) historical mean (1975-2000) = 0.000016; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.6%,0.0%
Perrigo Company,Allegan Main Campus,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.011203; P(FWI > 20) projected = 0.002820; P(FWI > 50) historical mean (1975-2000) = 0.001200; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.3%,0.0%
Perrigo Company,Allegan Water St Plant,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.011203; P(FWI > 20) projected = 0.002820; P(FWI > 50) historical mean (1975-2000) = 0.001200; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.3%,0.0%
Perrigo Company,Eau Claire Facility,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.030124; P(FWI > 20) projected = 0.008810; P(FWI > 50) historical mean (1975-2000) = 0.002320; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.9%,0.0%
Perrigo Company,PBM Nutritionals (Vermont),Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001622; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000330; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Perrigo Company,Perrigo Direct Hub,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001076; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000012; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Perrigo Company,Omaha Logistics Center,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.045638; P(FWI > 20) projected = 0.364930; P(FWI > 50) historical mean (1975-2000) = 0.001049; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,36.5%,0.0%
Perrigo Company,Perrigo Israel (Yeruham),Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 1.000000; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
Perrigo Company,Perrigo Mexico,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 1.000000; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.002633; P(FWI > 50) projected = 0.004760; fire ignition probability = 0.000000.,100.0%,0.0%
Perrigo Company,Wrafton Laboratories (UK),Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001151; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000025; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Perrigo Company,Galpharm International,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.003149; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000572; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Perrigo Company,Rosemont Pharmaceuticals,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001104; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000020; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Perrigo Company,HRA Pharma Global HQ,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000016; P(FWI > 20) projected = 0.012290; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,1.2%,0.0%
Perrigo Company,HRA Pharma US,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000371; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Global Headquarters,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000018; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Celestial Seasonings,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.789989; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.015029; P(FWI > 50) projected = 0.000030; fire ignition probability = 0.000000.,100.0%,0.0%
The Hain Celestial Group,Hain Personal Care Hub,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.999978; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.007365; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
The Hain Celestial Group,Hain Celestial Canada HQ,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000400; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000006; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Mississauga Facility,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000400; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000006; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Hain Daniels (Fakenham),Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001537; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000013; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Hain Daniels (Histon),Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001367; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000009; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Fresh Innovation Centre,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000127; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Ella’s Kitchen HQ,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.002416; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000039; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Natumi GmbH,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.007086; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000400; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Mona Naturprodukte (Joya),Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.023280; P(FWI > 20) projected = 0.007210; P(FWI > 50) historical mean (1975-2000) = 0.011997; P(FWI > 50) projected = 0.000010; fire ignition probability = 0.000000.,0.7%,0.0%
The Hain Celestial Group,Cully & Sully,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.007888; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.003353; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
The Hain Celestial Group,Yorkshire Provender,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000220; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000001; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
ZURU LLC.,ZURU Global HQ,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.066135; P(FWI > 20) projected = 0.004830; P(FWI > 50) historical mean (1975-2000) = 0.032088; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.5%,0.0%
ZURU LLC.,ZURU US Flagship Campus,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.999988; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.000022; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
ZURU LLC.,ZURU Shenzhen Hub,Wildfire,Very Low,Medium,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.046418; P(FWI > 20) projected = 0.005560; P(FWI > 50) historical mean (1975-2000) = 0.004558; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.571429.,0.6%,57.1%
ZURU LLC.,ZURU Huizhou Smart Factory,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.033315; P(FWI > 20) projected = 0.000160; P(FWI > 50) historical mean (1975-2000) = 0.002249; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
ZURU LLC.,ZURU Guangzhou Plant,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.023522; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.001944; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
ZURU LLC.,ZURU New Zealand HQ,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000000; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
ZURU LLC.,ZURU Tech Italy (Modena),Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000348; P(FWI > 20) projected = 0.029460; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,2.9%,0.0%
ZURU LLC.,ZURU Tech India (Ahmedabad),Wildfire,Very High,High,Stable,Within 12 Months,All SSP scenarios consistently project Very High wildfire risk. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 1.000000; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 1.000000; P(FWI > 50) projected = 1.000000; fire ignition probability = 0.642857.,100.0%,64.3%
ZURU LLC.,ZURU Tech India (Kolkata),Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 1.000000; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.026986; P(FWI > 50) projected = 0.164520; fire ignition probability = 0.000000.,100.0%,0.0%
ZURU LLC.,ZURU Bentonville Office,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.027346; P(FWI > 20) projected = 0.136090; P(FWI > 50) historical mean (1975-2000) = 0.001720; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,13.6%,0.0%
ZURU LLC.,ZURU Tech Italy (Milan),Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000663; P(FWI > 20) projected = 0.074410; P(FWI > 50) historical mean (1975-2000) = 0.000012; P(FWI > 50) projected = 0.002370; fire ignition probability = 0.000000.,7.4%,0.0%
ZURU LLC.,ZURU Dongguan Tech Center,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.041031; P(FWI > 20) projected = 0.000010; P(FWI > 50) historical mean (1975-2000) = 0.012901; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.285714.,0.0%,28.6%
John Paul Mitchell Systems,Global Headquarters,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.999943; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.002764; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
John Paul Mitchell Systems,JPMS Creative Center,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.999990; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.005830; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
John Paul Mitchell Systems,Santa Clarita DC,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.999943; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.002764; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
John Paul Mitchell Systems,The Awapuhi Farm,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000572; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000006; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
John Paul Mitchell Systems,JPMS UK (Salon Success),Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.000017; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000000; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
John Paul Mitchell Systems,JPMS European Hub,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.017530; P(FWI > 20) projected = 0.003830; P(FWI > 50) historical mean (1975-2000) = 0.008302; P(FWI > 50) projected = 0.000010; fire ignition probability = 0.000000.,0.4%,0.0%
John Paul Mitchell Systems,Pro-motive (Subsidiary),Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.999943; P(FWI > 20) projected = 1.000000; P(FWI > 50) historical mean (1975-2000) = 0.002764; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,100.0%,0.0%
John Paul Mitchell Systems,Distribution Center East,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.044089; P(FWI > 20) projected = 0.183660; P(FWI > 50) historical mean (1975-2000) = 0.008016; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,18.4%,0.0%
Natural Organics Inc.,Global Headquarters,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.005123; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000630; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Natural Organics Inc.,Melville Manufacturing,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.005123; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000630; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Natural Organics Inc.,The Pharma-Lab,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.005123; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000630; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Natural Organics Inc.,Melville Distribution,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.005123; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000630; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Natural Organics Inc.,Amityville Facility,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.005794; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000830; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Natural Organics Inc.,Nature’s Plus UK,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.007796; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.003297; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
Natural Organics Inc.,Euro-Nutrition Hub,Wildfire,Very Low,High,Stable,Within 12 Months,Historical fire weather data indicates very low wildfire risk. No SSP scenario projects a material change in fire weather conditions at this location within 12 months. Fire risk data: P(FWI > 20) historical mean (1975-2000) = 0.001662; P(FWI > 20) projected = 0.000000; P(FWI > 50) historical mean (1975-2000) = 0.000067; P(FWI > 50) projected = 0.000000; fire ignition probability = 0.000000.,0.0%,0.0%
