supplier_name,facility_name,risk_type,risk_level,risk_confidence,risk_trend,timeframe,walk_free_vulnerability_score,walk_free_government_response_score,us_tip_report_tier,vulnerability_trend,government_response_trend,overall_risk_trajectory,key_risk_driver,context,monitoring_signals
"S.C. Johnson & Son, Inc.",SC Johnson Vietnam,Modern Slavery,High,Moderate,Highly Variable,Within 5 Years,44.0,47.0,Tier 3,Stable,Highly Variable,Tier 3 – Possible Tier 2 movement if EVFTA commitments implemented; remains uncertain,EVFTA Labour Chapter creates a credible (if uncertain) 5-year reform pathway; independent trade union formation is the binding constraint and leading indicator,"Vietnam has demonstrated some willingness to engage with ILO on labour reform under EVFTA (EU Free Trade Agreement) pressure — the Amended Labour Code 2019 permitted collective bargaining groups for the first time. However, the fundamental constraint — absence of genuinely independent trade unions — has not been resolved. If Vietnam implements ILO Convention 87 (Freedom of Association) compliance under continued EVFTA trade pressure, a Tier 2 reclassification becomes plausible by 2028-29, which would improve government response scores. This is a high-variance scenario.",Vietnam independent trade union formation progress; ILO Convention 87 ratification status; EVFTA labour dispute mechanism activation; Walk Free 2027 Vietnam government response sub-scores
"S.C. Johnson & Son, Inc.",LATAM Regional HQ,Modern Slavery,Medium,Low,Highly Variable,Within 5 Years,36.0,58.0,Tier 1,Deteriorating,Highly Variable,Tier 1 – At risk of Tier 2 downgrade if social conditions deteriorate further; Tier 2 possible by 2027-28,"If austerity-driven vulnerability score increases persist into next Walk Free survey cycle, cluster migration from 1 (Low) to 4 (Medium) becomes plausible by 2028-30; trajectory is genuinely uncertain","Over 5 years, Argentina's modern slavery exposure trajectory is the most uncertain in the dataset. Two scenarios are plausible: (1) Stabilising — economic shock is absorbed, poverty rate recovers, and structural vulnerability sub-scores plateau near current levels, maintaining cluster 1 (Low); (2) Deteriorating — sustained inequality and erosion of social protections (particularly for internal migrants and informal workers in Buenos Aires and Córdoba) push vulnerability score toward 45-50 range, consistent with cluster 4 (Medium). The Pilar Manufacturing and LATAM HQ facilities sit in this uncertain context. Government response (currently 58) may also come under pressure if state anti-trafficking enforcement capacity is reduced under fiscal austerity.",Argentine Gini coefficient trajectory; Walk Free 2027 vulnerability sub-score changes; ILO informal economy estimates for Argentina; social protection expenditure as % of GDP
"S.C. Johnson & Son, Inc.",Pilar Manufacturing,Modern Slavery,Medium,Low,Highly Variable,Within 5 Years,36.0,58.0,Tier 1,Deteriorating,Highly Variable,Tier 1 – At risk of Tier 2 downgrade if social conditions deteriorate further; Tier 2 possible by 2027-28,"If austerity-driven vulnerability score increases persist into next Walk Free survey cycle, cluster migration from 1 (Low) to 4 (Medium) becomes plausible by 2028-30; trajectory is genuinely uncertain","Over 5 years, Argentina's modern slavery exposure trajectory is the most uncertain in the dataset. Two scenarios are plausible: (1) Stabilising — economic shock is absorbed, poverty rate recovers, and structural vulnerability sub-scores plateau near current levels, maintaining cluster 1 (Low); (2) Deteriorating — sustained inequality and erosion of social protections (particularly for internal migrants and informal workers in Buenos Aires and Córdoba) push vulnerability score toward 45-50 range, consistent with cluster 4 (Medium). The Pilar Manufacturing and LATAM HQ facilities sit in this uncertain context. Government response (currently 58) may also come under pressure if state anti-trafficking enforcement capacity is reduced under fiscal austerity.",Argentine Gini coefficient trajectory; Walk Free 2027 vulnerability sub-score changes; ILO informal economy estimates for Argentina; social protection expenditure as % of GDP
"S.C. Johnson & Son, Inc.",Toluca Plant,Modern Slavery,Medium,Low,Highly Variable,Within 5 Years,58.0,55.0,Tier 2,Deteriorating,Stable,Tier 2 – Stable; Tier 2 Watchlist downgrade possible if organised crime penetration of labour markets worsens,"Entrenched organised crime in labour markets, judicial system weaknesses, and high structural inequality create highly variable 5-year trajectory; no credible pathway to cluster 3","Over a 5-year horizon, Mexico's trajectory is highly variable. Positive scenario: Sheinbaum government's social programmes reduce inequality sub-scores and USMCA enforcement pressure improves labour standards compliance. Negative scenario: continued judicial system weakening, organised crime expansion, and USMCA tariff pressure driving informal economy growth worsen vulnerability further. Neither scenario produces cluster migration within 5 years; the relevant risk question is whether the current cluster 4 (Medium) holding position is maintained.","Walk Free 2027 Mexico vulnerability sub-scores (inequality, governance); USMCA RRM enforcement activity; Bertelsmann Transformation Index governance scores; IMF Mexico economic outlook"
"GOJO Industries, Inc.",Global Headquarters,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"GOJO Industries, Inc.",Lippman Campus (Stow),Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"GOJO Industries, Inc.",Cuyahoga Falls Plant,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"GOJO Industries, Inc.",Wooster Facility,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"GOJO Industries, Inc.",Maple Heights Plant,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"GOJO Industries, Inc.",Ashland Dist. Center,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"GOJO Industries, Inc.",Navarre Warehouse,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
"GOJO Industries, Inc.",GOJO Europe (UK HQ),Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,14.0,68.0,Tier 1,Stable,Stable,Tier 1 – Stable; minor deregulatory risk,Deregulatory agenda under current government creates modest tail risk to MSA enforcement ambition; CSDDD non-participation limits EU-driven uplift,"The current UK government's stated intention to reduce business regulatory burden creates a modest tail risk that MSA reporting thresholds may be raised or enforcement ambition reduced. UK's post-Brexit non-participation in CSDDD means it will not benefit from the uplift in supply chain due diligence standards that EU-member competitors face. However, structural vulnerability remains very low and Tier 1 status is not threatened over any plausible 5-year trajectory.",Business Regulatory Reform consultations affecting MSA; Home Office Modern Slavery strategy publication; UK-EU trade relationship evolution
"GOJO Industries, Inc.",GOJO France SARL,Modern Slavery,Very Low,High,Improving,Within 5 Years,13.0,62.0,Tier 1,Stable,Improving,Tier 1 – Stable,Mature Devoir de Vigilance enforcement plus CSDDD full implementation makes France among the strongest government response performers in the dataset by 2028-30,"France is positioned to be one of the strongest government response performers in the EU by the 5-year horizon, with both a mature domestic supply chain due diligence law and full CSDDD implementation. Structural vulnerability remains very low. No credible deterioration scenario identified.",Walk Free 2027+ France government response scores; CSDDD enforcement actions involving French companies; Devoir de Vigilance court ruling implications
"GOJO Industries, Inc.",GOJO Australasia,Modern Slavery,Very Low,High,Improving,Within 5 Years,7.0,67.0,Tier 1,Stable,Improving,Tier 1 – Stable,"MSA 2023 Review reforms expected to strengthen reporting requirements and enforcement, improving government response sub-scores","The 2023 independent MSA review recommended mandatory due diligence, expanded thresholds, and a new enforcement body. If implemented (current Albanese government supportive), Australia's government response sub-score would improve materially in the next Walk Free cycle. Structural vulnerability will remain at near-zero levels.",Federal Government response to MSA Review; legislation for mandatory due diligence requirements; Walk Free 2027 Australia government response score
"GOJO Industries, Inc.","GOJO Japan, Inc.",Modern Slavery,Very Low,High,Improving,Within 5 Years,11.0,44.0,Tier 2,Stable,Improving,Tier 1 – Probable by 2026-28 as TITP replacement bedded in and Walk Free reflects improved government response,TITP abolition and Ikusei Shuuro bedding-in removes the structural barrier to Tier 1 classification; structural vulnerability extremely low,"Over 5 years, Japan's trajectory is clearly improving. With TITP fully replaced by 2027, the primary exploitation mechanism identified in TIP Reports is removed. If Walk Free's 2027 data cycle captures the improved government response from the new Ikusei Shuuro system, Japan's government response score would improve materially from 44, supporting a potential cluster migration toward cluster 3 boundary. Tier 1 classification is achievable and is the most likely 5-year outcome, pending actual enforcement quality under the new system.",Ikusei Shuuro worker mobility rights enforcement data; Ministry of Justice training permit compliance statistics; TIP Report 2026-27 Japan tier decisions; Walk Free 2027 Japan government response sub-score
"GOJO Industries, Inc.",GOJO América Latina,Modern Slavery,Medium,Moderate,Improving,Within 5 Years,47.0,51.0,Tier 2,Improving,Improving,Tier 2 – Stable; Lista Suja maturation and CSDDD compliance pressure may support Tier 1 consideration by 2028-30,"Sustained Lula administration enforcement of Lista Suja, combined with EU CSDDD supply chain due diligence requirements for Brazilian exports, creates structural improving pressure","Over 5 years, Brazil's improving enforcement trajectory under the Lula administration, combined with CSDDD-driven due diligence requirements from EU trading partners for Brazilian supply chains, creates genuine structural improvement in government response sub-scores. Structural vulnerability (47) may reduce as social protection programmes (Bolsa Família expansion) address basic needs sub-scores. Cluster migration from 4 (Medium) to 1 (Low) remains unlikely within 5 years given the scale of the vulnerability challenge, but the trajectory is clearly positive.",Walk Free 2027 Brazil vulnerability and government response sub-scores; MTE Lista Suja enforcement statistics; Bolsa Família poverty impact data; CSDDD due diligence requirements applied to Brazilian agri-food supply chains
"GOJO Industries, Inc.",GOJO Canada Inc.,Modern Slavery,Very Low,High,Improving,Within 5 Years,11.0,60.0,Tier 1,Stable,Improving,Tier 1 – Stable,S-211 maturation and potential upgrade to mandatory due diligence model (following CSDDD precedent) would further improve government response scores,"Over 5 years, Canada's trajectory is improving. S-211 is expected to mature into a mandatory due diligence regime as it is reviewed and strengthened. Combined with continued CBSA and RCMP anti-trafficking enforcement, Walk Free government response sub-scores will improve. Structural vulnerability is at near-structural floor. No credible deterioration pathway.",S-211 legislative review progress; any mandatory due diligence upgrade proposals; Walk Free 2027 Canada government response scores
Hangzhou Greatstar Industrial.Co.,Global Headquarters,Modern Slavery,High,High,Deteriorating,Within 5 Years,46.0,40.0,Tier 3,Deteriorating,Deteriorating,Tier 3 – Likely maintained or worsened; no pathway to improvement,"No structural change mechanism exists in China's labour governance framework; XUAR programs institutionalised; international enforcement escalation reinforces High exposure as a floor, not ceiling","Over 5 years, China's modern slavery exposure trajectory is clearly deteriorating. The XUAR labour transfer and surplus labour programs are institutionalised state policy with no announced dismantlement timeline. Government response score (40) is structurally constrained by the absence of independent trade unions, civil society, and judicial oversight. International enforcement (UFLPA, EU Forced Labour Regulation from Dec 2027) will intensify scrutiny of Chinese supply chains. The cluster 2 (High) designation is likely to be the floor — some Walk Free models have assessed China at the cluster 0 boundary for certain sub-scores.",Walk Free 2027 China scores; EU Forced Labour Regulation enforcement actions against Chinese goods; any XUAR programme policy changes; ACFTU reform signals; bilateral trade negotiations touching labour standards
Hangzhou Greatstar Industrial.Co.,GreatStar Industrial USA,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Hangzhou Greatstar Industrial.Co.,Arrow Fastener Co. HQ,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Hangzhou Greatstar Industrial.Co.,Shop-Vac / SK Tools USA,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Hangzhou Greatstar Industrial.Co.,Prime-Line Products,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Hangzhou Greatstar Industrial.Co.,LISTA AG (Switzerland),Modern Slavery,Very Low,Moderate,Improving,Within 5 Years,14.0,50.0,Tier 2,Stable,Improving,Tier 1 – Probable by 2027-28 if domestic prosecution capacity continues to improve,Continued SDG Act maturation and domestic enforcement improvement supports Tier 1 reclassification; vulnerability structurally low,"Over 5 years, Switzerland's improving trajectory under SDG Act enforcement makes Tier 1 reclassification the most likely outcome. Domestic sex trafficking prosecution rates and foreign domestic worker protections are the remaining constraints. Structural vulnerability (14) will remain low. CSDDD may apply to Swiss companies via extraterritorial scope, providing additional institutional pressure.",TIP Report 2026-27 tier status; FEDPOL trafficking prosecution statistics; Walk Free 2027 Switzerland government response sub-score
Hangzhou Greatstar Industrial.Co.,BeA GmbH (Germany),Modern Slavery,Very Low,High,Improving,Within 5 Years,11.0,62.0,Tier 1,Stable,Improving,Tier 1 – Stable,Full CSDDD implementation and mature LkSG enforcement cycle expected by 2028-29; Germany's government response trajectory among strongest in EU,"By the 5-year horizon, CSDDD will be in full force for German companies (initial application to large firms from ~2027, cascading to mid-caps by 2028). Combined with mature LkSG enforcement, Germany's government response sub-scores are expected to improve substantially. Structural vulnerability remains at near-zero levels.",CSDDD national transposition and first enforcement actions; German Nationales Aktionsplan (NAP) renewal; Walk Free 2027+ government response sub-scores
Hangzhou Greatstar Industrial.Co.,Zhongshan Geelong Mfg,Modern Slavery,High,High,Deteriorating,Within 5 Years,46.0,40.0,Tier 3,Deteriorating,Deteriorating,Tier 3 – Likely maintained or worsened; no pathway to improvement,"No structural change mechanism exists in China's labour governance framework; XUAR programs institutionalised; international enforcement escalation reinforces High exposure as a floor, not ceiling","Over 5 years, China's modern slavery exposure trajectory is clearly deteriorating. The XUAR labour transfer and surplus labour programs are institutionalised state policy with no announced dismantlement timeline. Government response score (40) is structurally constrained by the absence of independent trade unions, civil society, and judicial oversight. International enforcement (UFLPA, EU Forced Labour Regulation from Dec 2027) will intensify scrutiny of Chinese supply chains. The cluster 2 (High) designation is likely to be the floor — some Walk Free models have assessed China at the cluster 0 boundary for certain sub-scores.",Walk Free 2027 China scores; EU Forced Labour Regulation enforcement actions against Chinese goods; any XUAR programme policy changes; ACFTU reform signals; bilateral trade negotiations touching labour standards
Hangzhou Greatstar Industrial.Co.,GreatStar Vietnam Base,Modern Slavery,High,Moderate,Highly Variable,Within 5 Years,44.0,47.0,Tier 3,Stable,Highly Variable,Tier 3 – Possible Tier 2 movement if EVFTA commitments implemented; remains uncertain,EVFTA Labour Chapter creates a credible (if uncertain) 5-year reform pathway; independent trade union formation is the binding constraint and leading indicator,"Vietnam has demonstrated some willingness to engage with ILO on labour reform under EVFTA (EU Free Trade Agreement) pressure — the Amended Labour Code 2019 permitted collective bargaining groups for the first time. However, the fundamental constraint — absence of genuinely independent trade unions — has not been resolved. If Vietnam implements ILO Convention 87 (Freedom of Association) compliance under continued EVFTA trade pressure, a Tier 2 reclassification becomes plausible by 2028-29, which would improve government response scores. This is a high-variance scenario.",Vietnam independent trade union formation progress; ILO Convention 87 ratification status; EVFTA labour dispute mechanism activation; Walk Free 2027 Vietnam government response sub-scores
Hangzhou Greatstar Industrial.Co.,GreatStar Thailand Base,Modern Slavery,Medium,Moderate,Improving,Within 5 Years,46.0,55.0,Tier 2,Stable,Improving,Tier 2 – Stable to potentially Tier 1 consideration by 2028-30 if ILO commitments maintained,Continued ILO engagement and supply chain due diligence pressure from EU buyers (CSDDD) creates structural improvement in government response; structural vulnerability remains the binding constraint,"Over 5 years, Thailand's trajectory is modestly improving. The key constraint is structural vulnerability from migrant worker dependence — this is unlikely to change materially regardless of government response improvements. However, if ILO C188 fishing sector reforms are fully implemented and DLT enforcement continues to improve, government response sub-scores will rise. CSDDD obligations on EU importers of Thai goods create an external demand-side pressure for stronger labour standards. Cluster migration from 4 (Medium) to 1 (Low) requires both vulnerability improvement and government response improvement — a high bar but not impossible by 2030.",Walk Free 2027 Thailand scores; ILO fishing sector compliance data; CSDDD-driven due diligence requirements for Thai seafood/manufacturing exporters; Myanmar coup and migrant worker displacement trajectory
Hangzhou Greatstar Industrial.Co.,Haining GreatStar Hub,Modern Slavery,High,High,Deteriorating,Within 5 Years,46.0,40.0,Tier 3,Deteriorating,Deteriorating,Tier 3 – Likely maintained or worsened; no pathway to improvement,"No structural change mechanism exists in China's labour governance framework; XUAR programs institutionalised; international enforcement escalation reinforces High exposure as a floor, not ceiling","Over 5 years, China's modern slavery exposure trajectory is clearly deteriorating. The XUAR labour transfer and surplus labour programs are institutionalised state policy with no announced dismantlement timeline. Government response score (40) is structurally constrained by the absence of independent trade unions, civil society, and judicial oversight. International enforcement (UFLPA, EU Forced Labour Regulation from Dec 2027) will intensify scrutiny of Chinese supply chains. The cluster 2 (High) designation is likely to be the floor — some Walk Free models have assessed China at the cluster 0 boundary for certain sub-scores.",Walk Free 2027 China scores; EU Forced Labour Regulation enforcement actions against Chinese goods; any XUAR programme policy changes; ACFTU reform signals; bilateral trade negotiations touching labour standards
Hangzhou Greatstar Industrial.Co.,Goldblatt / GreatStar R&D,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Hangzhou Greatstar Industrial.Co.,GreatStar Changzhou Base,Modern Slavery,High,High,Deteriorating,Within 5 Years,46.0,40.0,Tier 3,Deteriorating,Deteriorating,Tier 3 – Likely maintained or worsened; no pathway to improvement,"No structural change mechanism exists in China's labour governance framework; XUAR programs institutionalised; international enforcement escalation reinforces High exposure as a floor, not ceiling","Over 5 years, China's modern slavery exposure trajectory is clearly deteriorating. The XUAR labour transfer and surplus labour programs are institutionalised state policy with no announced dismantlement timeline. Government response score (40) is structurally constrained by the absence of independent trade unions, civil society, and judicial oversight. International enforcement (UFLPA, EU Forced Labour Regulation from Dec 2027) will intensify scrutiny of Chinese supply chains. The cluster 2 (High) designation is likely to be the floor — some Walk Free models have assessed China at the cluster 0 boundary for certain sub-scores.",Walk Free 2027 China scores; EU Forced Labour Regulation enforcement actions against Chinese goods; any XUAR programme policy changes; ACFTU reform signals; bilateral trade negotiations touching labour standards
Hangzhou Greatstar Industrial.Co.,Xiaoshan Logistics Base,Modern Slavery,High,High,Deteriorating,Within 5 Years,46.0,40.0,Tier 3,Deteriorating,Deteriorating,Tier 3 – Likely maintained or worsened; no pathway to improvement,"No structural change mechanism exists in China's labour governance framework; XUAR programs institutionalised; international enforcement escalation reinforces High exposure as a floor, not ceiling","Over 5 years, China's modern slavery exposure trajectory is clearly deteriorating. The XUAR labour transfer and surplus labour programs are institutionalised state policy with no announced dismantlement timeline. Government response score (40) is structurally constrained by the absence of independent trade unions, civil society, and judicial oversight. International enforcement (UFLPA, EU Forced Labour Regulation from Dec 2027) will intensify scrutiny of Chinese supply chains. The cluster 2 (High) designation is likely to be the floor — some Walk Free models have assessed China at the cluster 0 boundary for certain sub-scores.",Walk Free 2027 China scores; EU Forced Labour Regulation enforcement actions against Chinese goods; any XUAR programme policy changes; ACFTU reform signals; bilateral trade negotiations touching labour standards
Perrigo Company,Global Headquarters,Modern Slavery,Very Low,Moderate,Improving,Within 5 Years,9.0,63.0,Tier 2,Stable,Improving,Tier 2 – Tier 1 movement plausible by 2027-28 as EU Directive implementation improves prosecution capacity,EU Anti-Trafficking Directive transposition and Criminal Justice (Trafficking) Act reforms improving prosecution capacity — the primary Tier 2 driver,"Over 5 years, the EU Anti-Trafficking Directive requirements to improve victim identification, prosecution rates, and survivor support will drive structural improvement in Ireland's government response sub-scores. If prosecution rates improve materially, Tier 1 reclassification becomes plausible by 2027-28. Structural vulnerability will remain very low.",TIP Report 2026-27 Ireland tier status; Criminal Justice Act trafficking provisions implementation; An Garda Síochána prosecution statistics
Perrigo Company,N. American Corporate HQ,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Perrigo Company,Allegan Main Campus,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Perrigo Company,Allegan Water St Plant,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Perrigo Company,Eau Claire Facility,Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
Perrigo Company,PBM Nutritionals (Vermont),Modern Slavery,Very Low,Moderate,Stable,Within 5 Years,25.0,67.0,Tier 1,Stable,Stable,Tier 1 – Stable,Structural resilience maintained; sustained executive deprioritisation a tail risk to government response sub-score,"Over a 5-year horizon, sustained federal deprioritisation of anti-trafficking programs could begin to affect Walk Free government response sub-scores (criminal justice mechanisms, survivor support). However, state-level legislative momentum (FASLA, CA Transparency in Supply Chains Act) and private sector compliance programs provide structural buffer. No credible pathway to cluster migration from 3 to 4.",Walk Free 2027 Government Response sub-score for USA; Congressional appropriations for anti-TIP programs; state-level MSA legislation activity
